日期,股票,評分,收盤價
2026-07-10,廣達,3,373.5
2026-07-11,長榮,6,194.5
2026-07-11,陽明,6,51.6
2026-07-11,萬海,6,80.4
2026-07-11,台積電,3,2415.0
2026-07-11,廣達,3,373.5
2026-07-11,長榮,6,194.5
2026-07-11,陽明,6,51.6
2026-07-11,萬海,6,80.4
2026-07-11,台積電,3,2415.0
2026-07-11,廣達,3,373.5
2026-07-11,長榮,6,194.5
2026-07-11,陽明,6,51.6
2026-07-11,萬海,6,80.4
2026-07-11,台積電,3,2415.0
2026-07-11,廣達,3,373.5
